Gesture,Image Path,T0_x,T0_y,T1_x,T1_y,T2_x,T2_y,T3_x,T3_y,Thumb_x,Thumb_y,I3_x,I3_y,I2_x,I2_y,I1_x,I1_y,Index_x,Index_y,M3_x,M3_y,M2_x,M2_y,M1_x,M1_y,Middle_x,Middle_y,R3_x,R3_y,R2_x,R2_y,R1_x,R1_y,Ring_x,Ring_y,L3_x,L3_y,L2_x,L2_y,L1_x,L1_y,Little_x,Little_y
courser,1.png,0.6588235294117647,0.6351351351351352,0.6177685950413223,0.6391752577319588,0.6174757281553398,0.5972696245733788,0.6453382084095065,0.5733333333333334,0.6678571428571429,0.6065573770491803,0.6317829457364341,0.5181518151815181,0.6519337016574586,0.48310810810810817,0.6678383128295253,0.46579804560260585,0.676126878130217,0.46107784431137727,0.6538461538461539,0.5256410256410257,0.6636528028933092,0.5780730897009967,0.6506469500924215,0.6456456456456456,0.6454033771106942,0.6833333333333333,0.6808118081180812,0.5477707006369427,0.6848591549295775,0.6096774193548387,0.656192236598891,0.6482084690553747,0.6424474187380498,0.6488294314381271,0.702276707530648,0.5889967637540454,0.6884681583476764,0.6387096774193548,0.6732851985559567,0.6709677419354838,0.6611111111111112,0.6633986928104575
courser,2.png,0.6568627450980392,0.6520270270270271,0.6157024793388429,0.6391752577319588,0.6174757281553398,0.5938566552901023,0.6453382084095065,0.5766666666666667,0.6660714285714286,0.6032786885245901,0.6337209302325582,0.5214521452145215,0.6556169429097606,0.47972972972972977,0.671353251318102,0.46905537459283386,0.681135225375626,0.4670658682634731,0.6519230769230769,0.5384615384615384,0.6618444846292948,0.5747508305647842,0.6469500924214417,0.6456456456456456,0.6454033771106942,0.6861111111111111,0.6771217712177121,0.5636942675159236,0.6813380281690141,0.603225806451613,0.6543438077634012,0.6449511400651466,0.6443594646271511,0.6555183946488294,0.6987740805604203,0.6019417475728155,0.6867469879518072,0.629032258064516,0.6714801444043321,0.6580645161290322,0.6648148148148149,0.6601307189542484
courser,3.png,0.6568627450980392,0.6520270270270271,0.6157024793388429,0.6391752577319588,0.6174757281553398,0.5938566552901023,0.6453382084095065,0.5800000000000001,0.6660714285714286,0.6032786885245901,0.6337209302325582,0.5214521452145215,0.6556169429097606,0.47972972972972977,0.671353251318102,0.46579804560260585,0.681135225375626,0.46407185628742514,0.6538461538461539,0.5384615384615384,0.6618444846292948,0.5747508305647842,0.6469500924214417,0.6456456456456456,0.6435272045028142,0.6861111111111111,0.6771217712177121,0.5636942675159236,0.6813380281690141,0.6000000000000001,0.6543438077634012,0.6449511400651466,0.6443594646271511,0.6555183946488294,0.6987740805604203,0.6019417475728155,0.6867469879518072,0.629032258064516,0.6714801444043321,0.661290322580645,0.662962962962963,0.6601307189542484
courser,4.png,0.6882352941176471,0.8141891891891894,0.6466942148760331,0.8006872852233676,0.6582524271844661,0.7372013651877132,0.6946983546617915,0.7200000000000001,0.7142857142857142,0.7344262295081968,0.6686046511627907,0.6666666666666665,0.6887661141804788,0.6351351351351351,0.6994727592267136,0.6091205211726385,0.7045075125208681,0.5928143712574852,0.6942307692307693,0.6794871794871795,0.7106690777576854,0.6744186046511629,0.6968576709796672,0.7177177177177176,0.6941838649155723,0.7694444444444444,0.7214022140221401,0.713375796178344,0.7271126760563381,0.732258064516129,0.7005545286506469,0.7654723127035832,0.690248565965583,0.7959866220735787,0.7390542907180385,0.766990291262136,0.7246127366609294,0.7838709677419355,0.7129963898916968,0.8096774193548386,0.7092592592592594,0.8267973856209151
courser,5.png,0.6843137254901961,0.5506756756756758,0.6384297520661156,0.5395189003436426,0.6368932038834951,0.46075085324232085,0.6672760511882998,0.41666666666666674,0.6946428571428571,0.4327868852459016,0.6434108527131783,0.41914191419141916,0.6500920810313076,0.38851351351351354,0.655536028119508,0.37785016286644957,0.662771285475793,0.3832335329341318,0.6634615384615385,0.4326923076923077,0.6708860759493671,0.42857142857142855,0.6580406654343807,0.5225225225225225,0.6622889305816135,0.5861111111111112,0.6881918819188191,0.45222929936305734,0.6971830985915494,0.4483870967741936,0.6709796672828097,0.504885993485342,0.6653919694072656,0.528428093645485,0.712784588441331,0.48543689320388356,0.7005163511187608,0.48387096774193544,0.6895306859205776,0.5225806451612902,0.688888888888889,0.5359477124183006
courser,6.png,0.6764705882352942,0.543918918918919,0.6363636363636364,0.5120274914089348,0.6388349514563108,0.46075085324232085,0.6654478976234004,0.42666666666666664,0.6892857142857143,0.4327868852459016,0.6453488372093024,0.4224422442244225,0.6556169429097606,0.38175675675675685,0.6643233743409489,0.37133550488599354,0.669449081803005,0.38023952095808383,0.6615384615384616,0.4358974358974359,0.674502712477396,0.4318936877076412,0.6617375231053604,0.5135135135135136,0.6604127579737336,0.5777777777777777,0.6863468634686346,0.4585987261146497,0.6954225352112676,0.45161290322580644,0.6709796672828097,0.49837133550488605,0.6596558317399617,0.528428093645485,0.7057793345008757,0.49838187702265374,0.6970740103270223,0.49354838709677423,0.6859205776173285,0.5193548387096774,0.6777777777777778,0.5359477124183006
courser,7.png,0.6666666666666666,0.581081081081081,0.628099173553719,0.5601374570446737,0.6291262135922329,0.5119453924914676,0.6526508226691041,0.4833333333333334,0.6732142857142858,0.4852459016393442,0.6395348837209303,0.4587458745874588,0.6500920810313076,0.4155405405405406,0.6590509666080844,0.40065146579804567,0.664440734557596,0.40119760479041916,0.6576923076923077,0.47435897435897434,0.6654611211573237,0.47176079734219273,0.6487985212569316,0.5495495495495495,0.647279549718574,0.6083333333333334,0.6826568265682657,0.5,0.6866197183098592,0.5032258064516129,0.6598890942698705,0.5537459283387622,0.6500956022944551,0.5785953177257526,0.7040280210157618,0.5404530744336569,0.6901893287435455,0.5387096774193549,0.6768953068592057,0.5709677419354839,0.6685185185185186,0.5849673202614379
courser,8.png,0.6196078431372549,0.5844594594594595,0.5743801652892562,0.5670103092783506,0.5708737864077669,0.5290102389078497,0.5850091407678244,0.5,0.6071428571428572,0.49836065573770494,0.5813953488372093,0.45544554455445546,0.5911602209944752,0.4155405405405406,0.5992970123022847,0.40065146579804567,0.6043405676126878,0.40419161676646714,0.601923076923077,0.46153846153846156,0.6003616636528029,0.4850498338870432,0.587800369685767,0.5645645645645645,0.5909943714821764,0.6138888888888889,0.629151291512915,0.48089171974522293,0.6250000000000001,0.5096774193548388,0.5988909426987061,0.5570032573289903,0.592734225621415,0.5719063545150502,0.6549912434325744,0.5177993527508091,0.6299483648881239,0.5516129032258064,0.6155234657039711,0.5870967741935484,0.6111111111111112,0.5915032679738562
courser,9.png,0.592156862745098,0.5675675675675677,0.5454545454545454,0.5532646048109965,0.5398058252427185,0.5153583617747441,0.5539305301645339,0.4866666666666667,0.575,0.4918032786885246,0.5523255813953488,0.438943894389439,0.5598526703499079,0.39864864864864874,0.5659050966608083,0.3876221498371336,0.5726210350584308,0.39221556886227543,0.5711538461538462,0.4455128205128205,0.566003616636528,0.47176079734219273,0.55452865064695,0.5525525525525525,0.5590994371482176,0.6027777777777779,0.5996309963099631,0.46496815286624205,0.5897887323943662,0.4967741935483871,0.567467652495379,0.5439739413680782,0.5621414913957934,0.5585284280936456,0.626970227670753,0.5016181229773462,0.5989672977624785,0.532258064516129,0.5866425992779783,0.5677419354838709,0.5851851851851853,0.5751633986928105
courser,10.png,0.5235294117647059,0.5000000000000001,0.47933884297520657,0.5154639175257733,0.4757281553398058,0.4914675767918089,0.4844606946983547,0.4633333333333334,0.5035714285714286,0.4590163934426229,0.48062015503875966,0.4323432343234323,0.4843462246777164,0.4222972972972973,0.49384885764499115,0.46254071661237783,0.5041736227045075,0.5,0.4980769230769231,0.423076923076923,0.49547920433996384,0.4385382059800665,0.4879852125693161,0.5075075075075075,0.4934333958724203,0.5666666666666667,0.5313653136531364,0.4299363057324841,0.5211267605633804,0.45806451612903226,0.5009242144177448,0.49837133550488605,0.4933078393881453,0.5183946488294313,0.563922942206655,0.45307443365695793,0.53184165232358,0.4967741935483871,0.5180505415162455,0.532258064516129,0.5111111111111112,0.5457516339869282
courser,11.png,0.5294117647058824,0.5270270270270271,0.4772727272727273,0.5154639175257733,0.47378640776699027,0.484641638225256,0.4844606946983547,0.4600000000000001,0.5017857142857143,0.4557377049180328,0.48062015503875966,0.40924092409240925,0.4898710865561694,0.37500000000000006,0.49736379613356757,0.3680781758957655,0.5041736227045075,0.3742514970059881,0.5,0.41346153846153844,0.49547920433996384,0.4385382059800665,0.48613678373382624,0.5195195195195195,0.4934333958724203,0.5722222222222222,0.533210332103321,0.4267515923566879,0.5211267605633804,0.4645161290322581,0.5009242144177448,0.50814332247557,0.49713193116634796,0.5250836120401339,0.563922942206655,0.4595469255663431,0.5335628227194492,0.49999999999999994,0.5216606498194946,0.532258064516129,0.5185185185185186,0.5359477124183006
courser,12.png,0.4901960784313726,0.5000000000000001,0.43595041322314043,0.4879725085910652,0.4349514563106796,0.45733788395904434,0.43875685557586835,0.43000000000000005,0.45714285714285713,0.4327868852459016,0.4418604651162791,0.38943894389438943,0.4493554327808471,0.35135135135135137,0.45342706502636204,0.3420195439739414,0.4590984974958263,0.35329341317365276,0.45961538461538465,0.39102564102564097,0.45207956600361665,0.4119601328903654,0.4436229205175601,0.4954954954954955,0.4521575984990619,0.5555555555555556,0.492619926199262,0.4012738853503185,0.4753521126760563,0.44193548387096776,0.45656192236598886,0.485342019543974,0.45506692160611856,0.4949832775919732,0.5236427320490368,0.4304207119741101,0.4888123924268503,0.4709677419354839,0.47833935018050544,0.5064516129032257,0.47777777777777786,0.5098039215686275
courser,13.png,0.4372549019607843,0.43243243243243246,0.3801652892561983,0.4467353951890034,0.374757281553398,0.4266211604095563,0.3820840950639854,0.4033333333333333,0.3982142857142857,0.39016393442622943,0.38372093023255816,0.3663366336633664,0.3867403314917127,0.40202702702702703,0.40773286467486813,0.498371335504886,0.42904841402337235,0.5778443113772456,0.40192307692307694,0.3557692307692307,0.3905967450271248,0.39867109634551495,0.39186691312384475,0.47147147147147145,0.40150093808630394,0.5305555555555557,0.4372693726937269,0.3598726114649682,0.4190140845070422,0.3903225806451613,0.4011090573012939,0.43322475570032576,0.39770554493307836,0.45819397993311034,0.4728546409807356,0.3786407766990291,0.43373493975903615,0.41935483870967744,0.42057761732851984,0.45806451612903226,0.412962962962963,0.47712418300653603
courser,14.png,0.44509803921568625,0.45270270270270274,0.3822314049586777,0.450171821305842,0.38058252427184464,0.4334470989761093,0.38391224862888484,0.41333333333333333,0.39464285714285713,0.3967213114754098,0.3817829457364341,0.34653465346534656,0.3830570902394107,0.3175675675675676,0.3884007029876977,0.3127035830618893,0.39398998330550916,0.3293413173652695,0.4,0.34294871794871795,0.3869801084990958,0.3787375415282392,0.3826247689463956,0.45645645645645644,0.3883677298311444,0.5194444444444444,0.4354243542435424,0.3471337579617835,0.4154929577464788,0.4064516129032258,0.4011090573012939,0.4462540716612378,0.39770554493307836,0.4615384615384615,0.46760070052539404,0.36893203883495146,0.432013769363167,0.4290322580645161,0.42057761732851984,0.46774193548387094,0.41666666666666674,0.47712418300653603
courser,15.png,0.392156862745098,0.3952702702702703,0.3429752066115702,0.415807560137457,0.33980582524271846,0.4061433447098976,0.3436928702010969,0.3866666666666667,0.3553571428571428,0.36721311475409835,0.3391472868217055,0.34653465346534656,0.3443830570902394,0.3412162162162163,0.35325131810193316,0.3452768729641694,0.3606010016694491,0.36826347305389223,0.35576923076923084,0.33012820512820507,0.3453887884267631,0.36212624584717606,0.34750462107208874,0.43543543543543545,0.36022514071294554,0.5,0.3948339483394834,0.3312101910828026,0.375,0.36774193548387096,0.3604436229205175,0.40716612377850164,0.3575525812619503,0.42474916387959866,0.4325744308231173,0.3462783171521036,0.3924268502581756,0.39354838709677414,0.38086642599277976,0.43225806451612897,0.375925925925926,0.4509803921568628
courser,16.png,0.403921568627451,0.41891891891891897,0.33884297520661155,0.4192439862542956,0.33786407766990284,0.4061433447098976,0.34552102376599636,0.3866666666666667,0.35357142857142854,0.37049180327868847,0.33720930232558144,0.3234323432343234,0.3406998158379374,0.3040540540540541,0.3462214411247803,0.30618892508143325,0.3539232053422371,0.3233532934131737,0.35769230769230775,0.3173076923076923,0.3453887884267631,0.3488372093023256,0.3419593345656192,0.42942942942942947,0.35272045028142585,0.4888888888888889,0.3948339483394834,0.32165605095541405,0.3732394366197183,0.37741935483870964,0.35489833641404805,0.4201954397394137,0.35372848948374763,0.431438127090301,0.4308231173380035,0.33980582524271846,0.3924268502581756,0.39354838709677414,0.38086642599277976,0.43225806451612897,0.3777777777777779,0.4411764705882353
courser,17.png,0.38431372549019605,0.42229729729729737,0.31404958677685946,0.429553264604811,0.3126213592233009,0.4197952218430034,0.31992687385740404,0.4,0.32857142857142857,0.3770491803278688,0.31007751937984496,0.33993399339934,0.31123388581952116,0.3243243243243244,0.3181019332161687,0.32573289902280134,0.325542570951586,0.34131736526946116,0.3307692307692308,0.32692307692307687,0.31826401446654606,0.36877076411960136,0.3179297597042514,0.4534534534534535,0.3320825515947467,0.5138888888888888,0.36900369003690037,0.32484076433121023,0.3485915492957746,0.38387096774193546,0.3345656192236599,0.42996742671009774,0.3365200764818355,0.44481605351170567,0.4080560420315237,0.33980582524271846,0.3666092943201377,0.39999999999999997,0.35559566787003616,0.4451612903225806,0.3555555555555556,0.4575163398692811
courser,18.png,0.38627450980392153,0.41891891891891897,0.3181818181818181,0.4226804123711341,0.316504854368932,0.4095563139931741,0.32541133455210236,0.39,0.3357142857142857,0.3737704918032787,0.31589147286821706,0.33663366336633666,0.32044198895027626,0.3141891891891892,0.3268892794376098,0.3159609120521173,0.333889816360601,0.3323353293413174,0.33461538461538465,0.32692307692307687,0.325497287522604,0.36877076411960136,0.3234750462107209,0.45045045045045046,0.3339587242026266,0.5111111111111111,0.3726937269372693,0.3280254777070064,0.3556338028169014,0.38709677419354843,0.34011090573012936,0.42671009771986973,0.33843212237093684,0.44481605351170567,0.4115586690017513,0.343042071197411,0.3734939759036145,0.39999999999999997,0.36281588447653434,0.4387096774193548,0.36111111111111116,0.44771241830065367
courser,19.png,0.44705882352941173,0.41216216216216217,0.390495867768595,0.41237113402061853,0.3883495145631068,0.3890784982935153,0.39670932358318095,0.3666666666666667,0.41250000000000003,0.35409836065573763,0.38372093023255816,0.3135313531353135,0.39042357274401474,0.2871621621621622,0.3971880492091388,0.28664495114006516,0.40567612687813026,0.29940119760479045,0.40384615384615385,0.3108974358974359,0.39963833634719714,0.33222591362126247,0.39186691312384475,0.42042042042042044,0.39962476547842396,0.48333333333333334,0.44095940959409585,0.32165605095541405,0.4278169014084507,0.3645161290322581,0.40850277264325324,0.41042345276872966,0.40535372848948376,0.41471571906354515,0.4763572679509632,0.3462783171521036,0.4423407917383821,0.39354838709677414,0.4314079422382672,0.43225806451612897,0.4314814814814816,0.434640522875817
courser,20.png,0.5019607843137255,0.4020270270270271,0.4545454545454545,0.4226804123711341,0.4504854368932038,0.3924914675767918,0.46069469835466176,0.3633333333333334,0.48035714285714287,0.360655737704918,0.45736434108527135,0.36303630363036304,0.4622467771639043,0.37500000000000006,0.4727592267135325,0.42019543973941376,0.4841402337228714,0.4670658682634731,0.47307692307692306,0.34935897435897434,0.4665461121157324,0.35880398671096353,0.4639556377079483,0.4324324324324324,0.4709193245778611,0.4944444444444445,0.5073800738007379,0.3471337579617835,0.49471830985915494,0.36774193548387096,0.47689463955637706,0.40716612377850164,0.47227533460803056,0.431438127090301,0.5411558669001751,0.3624595469255663,0.5094664371772806,0.39999999999999997,0.4945848375451264,0.4387096774193548,0.4851851851851853,0.45424836601307195
courser,21.png,0.503921568627451,0.42905405405405406,0.4504132231404958,0.42611683848797255,0.4485436893203883,0.3959044368600683,0.46069469835466176,0.3666666666666667,0.4767857142857143,0.3639344262295082,0.4534883720930233,0.32673267326732675,0.46040515653775327,0.2871621621621622,0.46748681898066785,0.28013029315960913,0.4707846410684474,0.29341317365269465,0.475,0.32692307692307687,0.4683544303797469,0.34551495016611294,0.4602587800369686,0.4384384384384385,0.4671669793621013,0.5027777777777778,0.5092250922509225,0.3407643312101911,0.4929577464788732,0.37741935483870964,0.47319778188539735,0.42671009771986973,0.4684512428298279,0.43812709030100333,0.5394045534150613,0.36569579288025894,0.5060240963855421,0.4064516129032258,0.4945848375451264,0.4451612903225806,0.4907407407407408,0.4509803921568628
courser,22.png,0.5607843137254902,0.45945945945945954,0.5082644628099173,0.43986254295532645,0.5048543689320388,0.4027303754266212,0.5228519195612431,0.3733333333333334,0.5482142857142858,0.38032786885245895,0.5174418604651163,0.3432343234323432,0.5267034990791897,0.3074324324324325,0.5307557117750439,0.30293159609120524,0.5392320534223706,0.31736526946107785,0.5365384615384615,0.35256410256410253,0.5370705244122965,0.36877076411960136,0.5231053604436229,0.4624624624624624,0.5290806754221388,0.5138888888888888,0.566420664206642,0.3726114649681529,0.5651408450704226,0.38709677419354843,0.5360443622920517,0.4364820846905538,0.531548757170172,0.44816053511705684,0.5954465849387041,0.4077669902912621,0.5714285714285714,0.42580645161290326,0.5541516245487365,0.45806451612903226,0.55,0.4673202614379085
courser,23.png,0.5862745098039216,0.4695945945945946,0.5392561983471075,0.45360824742268047,0.5398058252427185,0.4129692832764505,0.5575868372943327,0.3833333333333333,0.5803571428571428,0.3868852459016393,0.5523255813953488,0.3498349834983498,0.565377532228361,0.3074324324324325,0.5746924428822495,0.2964169381107492,0.5826377295492488,0.3083832335329342,0.5711538461538462,0.3653846153846154,0.5732368896925859,0.372093023255814,0.5563770794824399,0.4624624624624624,0.5590994371482176,0.5222222222222221,0.5996309963099631,0.3885350318471338,0.5950704225352114,0.4064516129032258,0.5693160813308689,0.45602605863192186,0.5621414913957934,0.46822742474916385,0.6252189141856392,0.42394822006472493,0.6024096385542168,0.4387096774193548,0.5866425992779783,0.47419354838709676,0.5814814814814815,0.48039215686274517
courser,24.png,0.6294117647058823,0.5101351351351352,0.5867768595041322,0.4948453608247422,0.5864077669902912,0.44368600682593856,0.6087751371115173,0.40666666666666673,0.6339285714285714,0.41639344262295075,0.6007751937984496,0.3795379537953795,0.6169429097605893,0.3344594594594595,0.6274165202108963,0.3192182410423453,0.6360601001669449,0.3263473053892216,0.6211538461538462,0.39423076923076916,0.6256781193490054,0.4019933554817276,0.609981515711645,0.4894894894894895,0.6097560975609756,0.55,0.64760147601476,0.4171974522292994,0.6461267605633804,0.44193548387096776,0.6192236598890943,0.49185667752443,0.6099426386233269,0.5050167224080266,0.670753064798599,0.45631067961165045,0.648881239242685,0.4806451612903226,0.6353790613718412,0.5129032258064516,0.6296296296296297,0.5196078431372549
courser,25.png,0.6490196078431373,0.5337837837837839,0.609504132231405,0.5120274914089348,0.6097087378640775,0.46416382252559724,0.6325411334552102,0.43333333333333335,0.6589285714285713,0.4491803278688524,0.625968992248062,0.396039603960396,0.6445672191528545,0.34797297297297297,0.655536028119508,0.3355048859934854,0.664440734557596,0.34131736526946116,0.6442307692307693,0.41346153846153844,0.650994575045208,0.42192691029900337,0.6321626617375231,0.5105105105105106,0.6322701688555347,0.5666666666666667,0.6697416974169741,0.4394904458598726,0.670774647887324,0.4645161290322581,0.643253234750462,0.5146579804560261,0.632887189292543,0.528428093645485,0.691768826619965,0.48220064724919093,0.6746987951807228,0.49999999999999994,0.6588447653429603,0.5354838709677419,0.6518518518518519,0.542483660130719
courser,26.png,0.6450980392156863,0.5304054054054054,0.6012396694214875,0.5017182130584193,0.6038834951456311,0.45733788395904434,0.6270566727605118,0.42333333333333334,0.6553571428571427,0.43934426229508194,0.622093023255814,0.38943894389438943,0.6408839779005525,0.3412162162162163,0.6520210896309313,0.32573289902280134,0.659432387312187,0.3353293413173653,0.6403846153846154,0.41025641025641024,0.6473779385171791,0.4186046511627907,0.6303142329020333,0.5075075075075075,0.626641651031895,0.5638888888888889,0.6660516605166051,0.4394904458598726,0.6690140845070424,0.45161290322580644,0.6395563770794825,0.501628664495114,0.627151051625239,0.5250836120401339,0.6865148861646235,0.48220064724919093,0.6729776247848537,0.49354838709677423,0.6552346570397112,0.5258064516129033,0.6444444444444445,0.5359477124183006
